tablename,sql_statement
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('523414cc-6a50-5dc7-9f14-d5fe424fed7f', 'ee53cf88-96a1-5d73-bde6-47072fd43ed6', '576872c0-f337-5ba7-9829-c94744a9c0d4', 'Phần này tớ hiểu rồi, cảm ơn mọi người.', NULL, '2026-06-21 18:47:00+00', '2026-06-21 18:47:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('52a32f2d-407b-581f-a3d0-9966d79b20ea', 'b5a6ece7-65c9-5b89-8606-6587d6bf3ce6', 'ec88a567-d365-538a-9df6-6214908dcc40', 'Phần này tớ hiểu rồi, cảm ơn mọi người.', NULL, '2026-06-24 13:05:00+00', '2026-06-24 13:05:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('532ee768-26ce-5aa2-9c59-96e478b6b5b9', 'b4157e88-6142-5d67-956a-a43b8f059148', '5e5e8c92-e428-553d-8eb0-83dca5aab6ea', 'Mọi người hôm nay học phần nào rồi?', 'message-attachments/a25afa91-2bfd-57e9-ab13-f86f70296bf1/b4157e88-6142-5d67-956a-a43b8f059148/mock_17.pdf', '2026-06-21 07:47:00+00', '2026-06-21 07:47:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('54ae4fe0-524d-54f6-bff6-f64e6ab2b1fb', '18d2e333-d87a-5265-b7e4-2b332ad58874', '3875e58e-1aaf-503b-9975-57353ee608b5', 'Phần này tớ hiểu rồi, cảm ơn mọi người.', NULL, '2026-06-30 21:41:00+00', '2026-06-30 21:41:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('5524b0a7-1994-51a1-b418-5c5b4982200e', 'ee53cf88-96a1-5d73-bde6-47072fd43ed6', '5e5e8c92-e428-553d-8eb0-83dca5aab6ea', 'Deadline tuần này là thứ Sáu đúng không mọi người?', NULL, '2026-06-22 12:47:00+00', '2026-06-22 12:47:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('56112576-c714-5112-8231-112d83d9b638', 'c6779c86-c683-5e9d-9049-8da4dac19f52', '576872c0-f337-5ba7-9829-c94744a9c0d4', 'Tớ đã xem lại recording và note các ý chính rồi.', NULL, '2026-06-22 13:45:00+00', '2026-06-22 13:45:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('562f1fee-914a-54b8-a62e-1a8bdb076738', 'b4157e88-6142-5d67-956a-a43b8f059148', '82f508c0-6ced-5b31-8a1e-bf6d9d66bdd5', 'Phần này tớ hiểu rồi, cảm ơn mọi người.', NULL, '2026-06-21 00:47:00+00', '2026-06-21 00:47:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('567145c6-3519-51f8-b8a7-1d6d382c9f5d', '7a9d1a07-3b92-501d-a910-ff8947451623', 'f1688f25-6602-5f02-8c17-04d0722ed018', 'Mọi người nhớ cập nhật tiến độ trước buổi học nhé.', NULL, '2026-06-21 04:05:00+00', '2026-06-21 04:05:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('576709d7-5c4c-517f-9eac-26e24bc63f7a', 'b5a6ece7-65c9-5b89-8606-6587d6bf3ce6', '576872c0-f337-5ba7-9829-c94744a9c0d4', 'Ai rảnh tối nay vào study room học chung không?', NULL, '2026-06-23 22:05:00+00', '2026-06-23 22:05:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('58804cc3-57f1-5bd6-b9a3-235aa99893e8', 'b5a6ece7-65c9-5b89-8606-6587d6bf3ce6', '9c2b8656-23fa-540a-89fb-52a8237998cb', 'Mình đang mắc ở bài này, lát nữa gửi câu hỏi chi tiết.', NULL, '2026-06-24 20:05:00+00', '2026-06-24 20:05:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('593c0dc0-a87f-500e-926a-59fb2348acdd', '3a599694-d834-5b68-bfd4-0588532682b2', '5e5e8c92-e428-553d-8eb0-83dca5aab6ea', 'Mình đang mắc ở bài này, lát nữa gửi câu hỏi chi tiết.', NULL, '2026-06-17 18:47:00+00', '2026-06-17 18:47:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('59482663-155c-5cb4-a954-5f8f6f5bfb96', 'b4157e88-6142-5d67-956a-a43b8f059148', 'a82bd13f-54bb-53cb-bca5-2d3ef7ec5333', 'Ai rảnh tối nay vào study room học chung không?', NULL, '2026-06-21 12:47:00+00', '2026-06-21 12:47:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('59cd12b2-bd42-5b3c-bfe0-03b9504b3861', 'b5a6ece7-65c9-5b89-8606-6587d6bf3ce6', 'ec88a567-d365-538a-9df6-6214908dcc40', 'Mình đang mắc ở bài này, lát nữa gửi câu hỏi chi tiết.', NULL, '2026-06-24 09:05:00+00', '2026-06-24 09:05:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('5a907d30-75a0-5bec-87dc-a37f7ec7f1db', 'b952ce52-be22-56f9-bb5c-ba2500b8cbe9', '17c60ccb-402d-52f1-a71b-abd4e79568de', 'Mình đang mắc ở bài này, lát nữa gửi câu hỏi chi tiết.', NULL, '2026-06-29 22:41:00+00', '2026-06-29 22:41:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('5ba1c598-71c8-5ab9-97bf-7809849f3429', '75dcaaee-6a69-52a3-b59a-f955e3cc510f', '23b4137c-c4fa-508d-9c1c-0bcbebc02f68', 'Mọi người nhớ cập nhật tiến độ trước buổi học nhé.', NULL, '2026-06-24 14:45:00+00', '2026-06-24 14:45:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('5c0f4d11-9c08-5426-8ea5-66fc99de8c16', 'c6779c86-c683-5e9d-9049-8da4dac19f52', 'a82bd13f-54bb-53cb-bca5-2d3ef7ec5333', 'Mọi người hôm nay học phần nào rồi?', 'message-attachments/31ec634b-66e1-5bcf-9628-ac9ad32edc1b/c6779c86-c683-5e9d-9049-8da4dac19f52/mock_107.pdf', '2026-06-23 10:45:00+00', '2026-06-23 10:45:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('5cbda0aa-949b-52c3-8e98-0186cf32e94e', '2f21dd49-de22-5779-9c8f-fea2c311ca02', '3875e58e-1aaf-503b-9975-57353ee608b5', 'Deadline tuần này là thứ Sáu đúng không mọi người?', NULL, '2026-06-29 16:41:00+00', '2026-06-29 16:41:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('5cc733ed-1243-5fde-8035-b5fec51f97c4', '2f21dd49-de22-5779-9c8f-fea2c311ca02', 'de446ab5-1774-599f-9ec2-89735259618f', 'Phần này tớ hiểu rồi, cảm ơn mọi người.', NULL, '2026-06-28 19:41:00+00', '2026-06-28 19:41:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('5e204988-a8ee-516d-b8ba-fa508cba292b', 'b4157e88-6142-5d67-956a-a43b8f059148', 'eabe8433-844d-57c8-93c5-a451778f6b1e', 'Tớ vừa upload tài liệu mới vào folder resources nhé.', NULL, '2026-06-21 15:47:00+00', '2026-06-21 15:47:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('60fa63d0-4cdb-5d82-afe2-ca5e226022eb', '75908dd3-f8c4-5e5b-b11e-91a29e816b4b', 'a82bd13f-54bb-53cb-bca5-2d3ef7ec5333', 'Mình đang mắc ở bài này, lát nữa gửi câu hỏi chi tiết.', NULL, '2026-06-22 06:45:00+00', '2026-06-22 06:45:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('641494a7-7282-5595-838a-f697decbabc1', '7a9d1a07-3b92-501d-a910-ff8947451623', 'ab6a7953-9869-5067-a715-7769252b6c26', 'Tớ đã xem lại recording và note các ý chính rồi.', NULL, '2026-06-22 02:05:00+00', '2026-06-22 02:05:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('6473a60d-77f6-56c7-8a31-84ae39734bee', '2f21dd49-de22-5779-9c8f-fea2c311ca02', '6a20fca4-1847-59a7-bef0-9a4f50cf394f', 'Phần này tớ hiểu rồi, cảm ơn mọi người.', NULL, '2026-06-29 09:41:00+00', '2026-06-29 09:41:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('64fe0c10-f1ba-583e-8d34-0e860a9d9892', 'b4157e88-6142-5d67-956a-a43b8f059148', '82f508c0-6ced-5b31-8a1e-bf6d9d66bdd5', 'Mọi người nhớ cập nhật tiến độ trước buổi học nhé.', NULL, '2026-06-20 16:47:00+00', '2026-06-20 16:47:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('6803c340-ad53-5a01-95a6-0b07ce453b0a', '28d79746-4055-5b2c-aece-d37ac1512c23', 'eabe8433-844d-57c8-93c5-a451778f6b1e', 'Tớ vừa upload tài liệu mới vào folder resources nhé.', NULL, '2026-06-19 12:47:00+00', '2026-06-19 12:47:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('681b37cc-8d8e-5b51-b260-660a842bad58', 'd9b812dc-194e-5d91-bb27-f8c516f7be23', '9c2b8656-23fa-540a-89fb-52a8237998cb', 'Mình đang mắc ở bài này, lát nữa gửi câu hỏi chi tiết.', NULL, '2026-06-19 21:05:00+00', '2026-06-19 21:05:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('6a890fd7-28c6-5b0c-9168-5fe207fc8fda', '7a9d1a07-3b92-501d-a910-ff8947451623', '576872c0-f337-5ba7-9829-c94744a9c0d4', 'Deadline tuần này là thứ Sáu đúng không mọi người?', NULL, '2026-06-21 17:05:00+00', '2026-06-21 17:05:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('6eac4c22-937e-5f28-9e0d-bc14bfdaf552', '3a599694-d834-5b68-bfd4-0588532682b2', '39431362-143d-5960-8b5d-647c21229e00', 'Phần này tớ hiểu rồi, cảm ơn mọi người.', NULL, '2026-06-17 21:47:00+00', '2026-06-17 21:47:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('6f3425cb-60f4-5534-978b-919406e72afa', '3a599694-d834-5b68-bfd4-0588532682b2', '2184a872-fcf3-5c92-a0ed-a48bc01af254', 'Tớ vừa upload tài liệu mới vào folder resources nhé.', 'message-attachments/a25afa91-2bfd-57e9-ab13-f86f70296bf1/3a599694-d834-5b68-bfd4-0588532682b2/mock_7.pdf', '2026-06-18 07:47:00+00', '2026-06-18 07:47:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('72d47339-9b22-503d-9e3b-c1a224727a9d', '3a599694-d834-5b68-bfd4-0588532682b2', '2184a872-fcf3-5c92-a0ed-a48bc01af254', 'Mọi người nhớ cập nhật tiến độ trước buổi học nhé.', NULL, '2026-06-17 15:47:00+00', '2026-06-17 15:47:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('74a44085-b70c-5221-8d56-e96671d3f983', '4c854bf7-d92e-57b6-8b18-45be26dbfc1a', 'b64bcfa5-c9e0-5907-8f39-22eb4c80fc6d', 'Mình đang mắc ở bài này, lát nữa gửi câu hỏi chi tiết.', NULL, '2026-06-25 01:45:00+00', '2026-06-25 01:45:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('74c69638-a9b2-56b6-84e3-0cdf6a8b4def', '89f220d9-e2a1-53e9-8a56-cb1bcb524383', '3875e58e-1aaf-503b-9975-57353ee608b5', 'Ai rảnh tối nay vào study room học chung không?', NULL, '2026-06-28 01:41:00+00', '2026-06-28 01:41:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('77f68b28-66c8-55de-9c2d-e99a9f9cabca', 'd9b812dc-194e-5d91-bb27-f8c516f7be23', '3875e58e-1aaf-503b-9975-57353ee608b5', 'Mọi người nhớ cập nhật tiến độ trước buổi học nhé.', NULL, '2026-06-18 20:05:00+00', '2026-06-18 20:05:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('78a47637-8948-5c21-94dc-e8a23cddf7f4', '7a9d1a07-3b92-501d-a910-ff8947451623', 'ab6a7953-9869-5067-a715-7769252b6c26', 'Mọi người hôm nay học phần nào rồi?', 'message-attachments/2d30c071-249c-5a54-b59e-7e811bc98699/7a9d1a07-3b92-501d-a910-ff8947451623/mock_77.pdf', '2026-06-21 20:05:00+00', '2026-06-21 20:05:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('7e1ab43c-fcb6-59bb-825b-0c706791609b', '3a599694-d834-5b68-bfd4-0588532682b2', '82f508c0-6ced-5b31-8a1e-bf6d9d66bdd5', 'Mọi người hôm nay học phần nào rồi?', NULL, '2026-06-17 13:47:00+00', '2026-06-17 13:47:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('7edcd45c-b894-5a85-8357-627c29834bbb', '5ea032d5-6f8d-5b70-9b97-30281b21ae77', 'ec88a567-d365-538a-9df6-6214908dcc40', 'Mình đang mắc ở bài này, lát nữa gửi câu hỏi chi tiết.', 'message-attachments/2d30c071-249c-5a54-b59e-7e811bc98699/5ea032d5-6f8d-5b70-9b97-30281b21ae77/mock_67.pdf', '2026-06-22 19:05:00+00', '2026-06-22 19:05:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('7efcf6be-1dc3-551a-8a0c-9fe6c1baec87', '2f21dd49-de22-5779-9c8f-fea2c311ca02', '6a20fca4-1847-59a7-bef0-9a4f50cf394f', 'Tớ vừa upload tài liệu mới vào folder resources nhé.', NULL, '2026-06-29 00:41:00+00', '2026-06-29 00:41:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('7f416356-1549-5bdc-bff3-ea256349bfeb', '7a9d1a07-3b92-501d-a910-ff8947451623', '9c2b8656-23fa-540a-89fb-52a8237998cb', 'Mình đang mắc ở bài này, lát nữa gửi câu hỏi chi tiết.', NULL, '2026-06-21 22:05:00+00', '2026-06-21 22:05:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('7fb75f0a-7a7f-5e2e-8116-577b2d188ea8', '18d2e333-d87a-5265-b7e4-2b332ad58874', '576872c0-f337-5ba7-9829-c94744a9c0d4', 'Mình đang mắc ở bài này, lát nữa gửi câu hỏi chi tiết.', NULL, '2026-06-29 21:41:00+00', '2026-06-29 21:41:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('7fffabbd-7d71-56ef-b885-9972e7fb1b7c', 'c6779c86-c683-5e9d-9049-8da4dac19f52', 'a82bd13f-54bb-53cb-bca5-2d3ef7ec5333', 'Mọi người hôm nay học phần nào rồi?', NULL, '2026-06-23 07:45:00+00', '2026-06-23 07:45:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('80e37b6c-1a35-5694-8714-7e925d8d7e26', 'ee53cf88-96a1-5d73-bde6-47072fd43ed6', 'ec88a567-d365-538a-9df6-6214908dcc40', 'Deadline tuần này là thứ Sáu đúng không mọi người?', NULL, '2026-06-21 23:47:00+00', '2026-06-21 23:47:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('8125bd43-52ff-5527-a89d-ad915868d8af', '75908dd3-f8c4-5e5b-b11e-91a29e816b4b', 'a82bd13f-54bb-53cb-bca5-2d3ef7ec5333', 'Phần này tớ hiểu rồi, cảm ơn mọi người.', NULL, '2026-06-22 02:45:00+00', '2026-06-22 02:45:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('81dbaca9-9c79-5186-bf53-a0adf597ce56', '75908dd3-f8c4-5e5b-b11e-91a29e816b4b', '576872c0-f337-5ba7-9829-c94744a9c0d4', 'Phần này tớ hiểu rồi, cảm ơn mọi người.', 'message-attachments/31ec634b-66e1-5bcf-9628-ac9ad32edc1b/75908dd3-f8c4-5e5b-b11e-91a29e816b4b/mock_97.pdf', '2026-06-22 10:45:00+00', '2026-06-22 10:45:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('82b35c45-91c9-5793-b4d8-0fc6662f2255', '28d79746-4055-5b2c-aece-d37ac1512c23', '39431362-143d-5960-8b5d-647c21229e00', 'Mọi người hôm nay học phần nào rồi?', NULL, '2026-06-18 19:47:00+00', '2026-06-18 19:47:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('82ee6887-8669-5717-842f-270649f213fe', '3a599694-d834-5b68-bfd4-0588532682b2', '82f508c0-6ced-5b31-8a1e-bf6d9d66bdd5', 'Mọi người nhớ cập nhật tiến độ trước buổi học nhé.', NULL, '2026-06-17 10:47:00+00', '2026-06-17 10:47:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('835cc7bc-db80-5709-a05a-47248495ad5a', 'b5a6ece7-65c9-5b89-8606-6587d6bf3ce6', '576872c0-f337-5ba7-9829-c94744a9c0d4', 'Mọi người hôm nay học phần nào rồi?', NULL, '2026-06-24 02:05:00+00', '2026-06-24 02:05:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('842160bf-2b8d-540b-92fb-c473ea8e4939', 'b4157e88-6142-5d67-956a-a43b8f059148', '82f508c0-6ced-5b31-8a1e-bf6d9d66bdd5', 'Ai rảnh tối nay vào study room học chung không?', NULL, '2026-06-20 13:47:00+00', '2026-06-20 13:47:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('85896196-4aa7-555b-88f6-d8e8ca620521', '18d2e333-d87a-5265-b7e4-2b332ad58874', '576872c0-f337-5ba7-9829-c94744a9c0d4', 'Tớ đã xem lại recording và note các ý chính rồi.', NULL, '2026-06-30 18:41:00+00', '2026-06-30 18:41:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('85d0cbf8-5abb-5616-b493-928a3090af0d', 'ee53cf88-96a1-5d73-bde6-47072fd43ed6', '576872c0-f337-5ba7-9829-c94744a9c0d4', 'Mình đang mắc ở bài này, lát nữa gửi câu hỏi chi tiết.', 'message-attachments/a25afa91-2bfd-57e9-ab13-f86f70296bf1/ee53cf88-96a1-5d73-bde6-47072fd43ed6/mock_37.pdf', '2026-06-22 10:47:00+00', '2026-06-22 10:47:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('8720e393-b442-5816-8b80-b1b62fc6fd60', '28d79746-4055-5b2c-aece-d37ac1512c23', '2184a872-fcf3-5c92-a0ed-a48bc01af254', 'Mình đang mắc ở bài này, lát nữa gửi câu hỏi chi tiết.', NULL, '2026-06-19 16:47:00+00', '2026-06-19 16:47:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('88b6b37b-cc29-54f6-a41b-9e2d1ebb3f0c', '5ea032d5-6f8d-5b70-9b97-30281b21ae77', '6a20fca4-1847-59a7-bef0-9a4f50cf394f', 'Deadline tuần này là thứ Sáu đúng không mọi người?', NULL, '2026-06-22 05:05:00+00', '2026-06-22 05:05:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('8a9adc19-1690-5708-a37e-ff882edec3cb', '5ea032d5-6f8d-5b70-9b97-30281b21ae77', 'ec88a567-d365-538a-9df6-6214908dcc40', 'Tớ vừa upload tài liệu mới vào folder resources nhé.', NULL, '2026-06-22 16:05:00+00', '2026-06-22 16:05:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('8bbd813e-8e99-5e75-a22c-c9ff794a61b4', '89f220d9-e2a1-53e9-8a56-cb1bcb524383', '2184a872-fcf3-5c92-a0ed-a48bc01af254', 'Tớ vừa upload tài liệu mới vào folder resources nhé.', NULL, '2026-06-28 17:41:00+00', '2026-06-28 17:41:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('8c4d7749-1b9b-56e0-be0e-2a9a186ac755', 'b5a6ece7-65c9-5b89-8606-6587d6bf3ce6', '576872c0-f337-5ba7-9829-c94744a9c0d4', 'Tớ đã xem lại recording và note các ý chính rồi.', NULL, '2026-06-24 06:05:00+00', '2026-06-24 06:05:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('8dc8da2b-8ea4-5613-b87e-1efc45913277', '7a9d1a07-3b92-501d-a910-ff8947451623', 'f1688f25-6602-5f02-8c17-04d0722ed018', 'Mình đang mắc ở bài này, lát nữa gửi câu hỏi chi tiết.', NULL, '2026-06-21 09:05:00+00', '2026-06-21 09:05:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('8df31f7a-43a1-5784-833c-eb14c26da99c', 'c6779c86-c683-5e9d-9049-8da4dac19f52', 'a82bd13f-54bb-53cb-bca5-2d3ef7ec5333', 'Phần này tớ hiểu rồi, cảm ơn mọi người.', NULL, '2026-06-23 01:45:00+00', '2026-06-23 01:45:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('8f26f562-22e2-5b8d-bbf5-7dca39ef5e30', '3a599694-d834-5b68-bfd4-0588532682b2', '23b4137c-c4fa-508d-9c1c-0bcbebc02f68', 'Ai rảnh tối nay vào study room học chung không?', NULL, '2026-06-18 01:47:00+00', '2026-06-18 01:47:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('8f6ae23c-19b9-5a92-8561-a34a5b3cc461', '5ea032d5-6f8d-5b70-9b97-30281b21ae77', '6a20fca4-1847-59a7-bef0-9a4f50cf394f', 'Mọi người nhớ cập nhật tiến độ trước buổi học nhé.', NULL, '2026-06-22 20:05:00+00', '2026-06-22 20:05:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('9191da66-0c3e-54d8-bf1a-8d049e2a1933', '75908dd3-f8c4-5e5b-b11e-91a29e816b4b', 'a82bd13f-54bb-53cb-bca5-2d3ef7ec5333', 'Tớ đã xem lại recording và note các ý chính rồi.', NULL, '2026-06-21 22:45:00+00', '2026-06-21 22:45:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('91df8791-b019-5c6b-9b29-69d86a76dbf0', 'c6779c86-c683-5e9d-9049-8da4dac19f52', 'a82bd13f-54bb-53cb-bca5-2d3ef7ec5333', 'Mình đang mắc ở bài này, lát nữa gửi câu hỏi chi tiết.', NULL, '2026-06-23 17:45:00+00', '2026-06-23 17:45:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('92e18267-f9da-52c9-8f26-0430ef67e6f8', '5ea032d5-6f8d-5b70-9b97-30281b21ae77', '9c2b8656-23fa-540a-89fb-52a8237998cb', 'Tớ đã xem lại recording và note các ý chính rồi.', NULL, '2026-06-22 13:05:00+00', '2026-06-22 13:05:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('97e7a8f3-7e59-5ded-bbbb-6586663fcb7c', 'b952ce52-be22-56f9-bb5c-ba2500b8cbe9', 'a82bd13f-54bb-53cb-bca5-2d3ef7ec5333', 'Mình đang mắc ở bài này, lát nữa gửi câu hỏi chi tiết.', NULL, '2026-06-29 19:41:00+00', '2026-06-29 19:41:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('99e6b12a-7c81-54a8-8429-c02c05e9d7e5', '18d2e333-d87a-5265-b7e4-2b332ad58874', 'ab6a7953-9869-5067-a715-7769252b6c26', 'Phần này tớ hiểu rồi, cảm ơn mọi người.', NULL, '2026-06-29 23:41:00+00', '2026-06-29 23:41:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('9c551b32-fa63-532e-bd1e-f9c2befdda6f', '89f220d9-e2a1-53e9-8a56-cb1bcb524383', '17c60ccb-402d-52f1-a71b-abd4e79568de', 'Mình đang mắc ở bài này, lát nữa gửi câu hỏi chi tiết.', NULL, '2026-06-28 09:41:00+00', '2026-06-28 09:41:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('9ee8b51b-7f3c-5c40-b24d-601041d4476c', '75908dd3-f8c4-5e5b-b11e-91a29e816b4b', 'b64bcfa5-c9e0-5907-8f39-22eb4c80fc6d', 'Deadline tuần này là thứ Sáu đúng không mọi người?', NULL, '2026-06-22 16:45:00+00', '2026-06-22 16:45:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('a0db8010-5004-5ba0-9696-bfab65b52ba9', 'd9b812dc-194e-5d91-bb27-f8c516f7be23', 'ec88a567-d365-538a-9df6-6214908dcc40', 'Mọi người hôm nay học phần nào rồi?', NULL, '2026-06-19 08:05:00+00', '2026-06-19 08:05:00+00');"
messages,"INSERT INTO public.messages (id, channel_id, sender_id, content, attachment_path, created_at, updated_at) VALUES ('a1de1964-4428-5f93-b1b5-3084e50c5266', '75908dd3-f8c4-5e5b-b11e-91a29e816b4b', '23b4137c-c4fa-508d-9c1c-0bcbebc02f68', 'Phần này tớ hiểu rồi, cảm ơn mọi người.', NULL, '2026-06-22 12:45:00+00', '2026-06-22 12:45:00+00');"
